Grade,Subject,Topic,Description,Resource 1,Resource 2,Resource 3
Grade 6,Social Studies,Mga Kontemporaryong Isyu at Hamon sa Bansang Pilipinas: Teritoryo at Soberanya sa West Philippine Sea,,,,
Grade 6,Social Studies,"Mga Isyung Pangkapaligiran at Climate Change: Panganib ng Kalamidad, Basura, Deforestation, at Renewable Energy",,,,
Grade 6,Social Studies,"Kahirapan, Kawalan ng Trabaho, Edukasyon, Kalusugan, at Karapatang Pantao sa Kasalukuyang Panahon",,,,
Grade 6,Social Studies,"Gampanin ng Pilipinas sa Rehiyonal at Pandaigdigang Organisasyon: ASEAN, United Nations (UN), APEC, at WTO",,,,
Grade 6,Social Studies,"Tungkulin ng Mamamayan sa Pagpapanatili ng Demokrasya, Kapayapaan, at Likas-Kayang Kaunlaran ng Bansa",,,,
Grade 7,Science,"The Scientific Method: Identifying problems, formulating testable hypotheses, controlling variables, and analyzing data",,,,
Grade 7,Science,"Laboratory apparatus: Identification, correct usage, safety rules, and emergency procedures",,,,
Grade 7,Science,"Solutions: Solute and solvent dynamics, solubility curves, and factors affecting dissolution rates",,,,
Grade 7,Science,"Concentration of solutions: Percent by mass, percent by volume, and parts per million (ppm)",,,,
Grade 7,Science,"Saturated, unsaturated, and supersaturated solutions",,,,
Grade 7,Science,Substances vs. Mixtures: Distinguishing pure chemical substances from physical mixtures,,,,
Grade 7,Science,"Elements and Compounds: Chemical symbols, formulas, and structural representation",,,,
Grade 7,Science,The Periodic Table of Elements: Historical development (Mendeleev to Modern Periodic Table),,,,
Grade 7,Science,"Periodic trends and organization: Groups/families, periods, atomic numbers, and atomic masses",,,,
Grade 7,Science,"Metals, Non-metals, and Metalloids: Comparative physical and chemical properties",,,,
Grade 7,Science,"Acids and Bases: Properties, neutralization reactions, and practical applications",,,,
Grade 7,Science,"The pH Scale: Measuring acidity and basicity using litmus paper, universal indicators, and pH meters",,,,
Grade 7,Science,"Levels of biological organization: Cell, tissue, organ, organ system, organism, population, community, ecosystem, biosphere",,,,
Grade 7,Science,"Parts and functions of the compound light microscope: Mechanical, illuminating, and magnifying components",,,,
Grade 7,Science,"Proper focusing techniques, total magnification calculation, and slide preparation (wet mounts)",,,,
Grade 7,Science,"Cell structure and function: Plant cells vs. animal cells (organelles, cell wall, chloroplasts, central vacuole)",,,,
Grade 7,Science,Prokaryotic vs. Eukaryotic cellular organization,,,,
Grade 7,Science,"Reproduction in organisms: Asexual reproduction (binary fission, budding, spore formation, regeneration, vegetative propagation)",,,,
Grade 7,Science,"Reproduction in organisms: Sexual reproduction (gamete formation, fertilization, genetic variation)",,,,
Grade 7,Science,"Cell division: Mitosis (stages, purpose in growth and tissue repair) vs. Meiosis (stages, reduction division, gametogenesis)",,,,
Grade 7,Science,"Ecological relationships: Symbiosis (mutualism, commensalism, parasitism) and non-symbiotic interactions (predation, competition)",,,,
Grade 7,Science,"Energy flow in ecosystems: Trophic levels, ecological pyramids (energy, biomass, numbers), and 10% rule of energy transfer",,,,
Grade 7,Science,"Biogeochemical cycles: Water cycle, Carbon-Oxygen cycle, and Nitrogen cycle",,,,
Grade 7,Science,"Human impact on ecosystem stability, biodiversity loss, and habitat restoration",,,,
Grade 7,Science,Describing motion: Distance vs. Displacement (scalar vs. vector quantities),,,,
Grade 7,Science,"Speed vs. Velocity: Calculations and unit conversions ($m/s, km/h$)",,,,
Grade 7,Science,"Uniform acceleration: Concepts, formulas ($a = \frac{v_f - v_i}{t}$), and interpreting acceleration",,,,
Grade 7,Science,Motion graphs: Interpreting position-time ($d-t$) graphs and velocity-time ($v-t$) graphs,,,,
Grade 7,Science,"Waves: Definition, generation, and transfer of mechanical vs. electromagnetic energy",,,,
Grade 7,Science,Types of waves: Transverse waves vs. Longitudinal waves,,,,
Grade 7,Science,"Anatomy of a wave: Crest, trough, amplitude, wavelength ($\lambda$), frequency ($f$), period ($T$), and wave speed ($v = f\lambda$)",,,,
Grade 7,Science,"Sound waves: Nature as longitudinal mechanical waves, propagation through different media",,,,
Grade 7,Science,"Properties of sound: Pitch (frequency), loudness/intensity (amplitude), and timbre/quality",,,,
Grade 7,Science,The Doppler Effect: Pitch shifts in moving sources,,,,
Grade 7,Science,"Light: Nature of electromagnetic waves, dual nature (wave-particle duality basics)",,,,
Grade 7,Science,"The Electromagnetic Spectrum: Radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, gamma rays",,,,
Grade 7,Science,"Visible spectrum dispersion, wavelengths, frequencies, and color perception",,,,
Grade 7,Science,Heat transfer: Thermal equilibrium and molecular kinetic energy,,,,
Grade 7,Science,"Mechanisms of heat transfer: Conduction, convection, and radiation calculations/examples",,,,
Grade 7,Science,Conductors vs. insulators and thermal expansion of materials,,,,
Grade 7,Science,"Electricity: Electrostatics, electric charge interactions (Coulomb's law intro), and static discharge",,,,
Grade 7,Science,"Current electricity: Electric current ($I$), voltage ($V$), and resistance ($R$)",,,,
Grade 7,Science,Ohm's Law: Mathematical relationship ($V = IR$) and circuit problem-solving,,,,
Grade 7,Science,"Earth's geographic coordinate system: Latitude (parallels), Longitude (meridians), and locating points on Earth",,,,
Grade 7,Science,"The Philippine environment: Geographic location, tropical climate, and natural resource richness",,,,
Grade 7,Science,"Watersheds: Role of mountain ranges, river basins, and groundwater replenishment in the Philippines",,,,
Grade 7,Science,"Atmospheric layers: Troposphere, Stratosphere (ozone layer), Mesosphere, Thermosphere, Exosphere",,,,
Grade 7,Science,"Atmospheric phenomena: Greenhouse effect, global warming, and atmospheric pressure systems",,,,
Grade 7,Science,"Land breeze, sea breeze, valley breeze, and mountain breeze formation",,,,
Grade 7,Science,Monsoons: Southwest Monsoon (Habagat) vs. Northeast Monsoon (Amihan) mechanics and seasonality,,,,
Grade 7,Science,Intertropical Convergence Zone (ITCZ) dynamics and cyclogenesis,,,,
Grade 7,Science,Seasons in the Philippines: Wet (Tag-ulan) and Dry (Tag-araw: Cool dry and Hot dry),,,,
Grade 7,Science,"Seasons of the world: Axial tilt ($23.5^\circ$), parallelism of axis, equinoxes, and solstices",,,,
Grade 7,Science,"Solar eclipses: Total, partial, and annular eclipses (umbra vs. penumbra alignment)",,,,
Grade 7,Science,"Lunar eclipses: Total, partial, and penumbral eclipses",,,,
Grade 7,Math,"Sets: Definition, elements, and cardinality of sets",,,,
Grade 7,Math,"Well-defined sets, universal sets, empty/null sets, and finite vs. infinite sets",,,,
Grade 7,Math,"Subsets, proper subsets, and power sets ($2^n$)",,,,
Grade 7,Math,"Set operations: Union ($\cup$), Intersection ($\cap$), Difference ($-$), and Complement ($A'$)",,,,
Grade 7,Math,Venn diagrams: Representing set relationships and solving 2- to 3-set word problems,,,,
Grade 7,Math,"The Real Number System: Subsets of real numbers (natural, whole, integers, rational, irrational numbers)",,,,
Grade 7,Math,Plotting real numbers on the real number line,,,,
Grade 7,Math,Absolute value of real numbers and geometric distance on the number line,,,,
Grade 7,Math,"Fundamental operations on integers: Addition, subtraction, multiplication, and division",,,,
Grade 7,Math,"Properties of operations on integers: Closure, Commutative, Associative, Distributive, Identity, and Inverse properties",,,,
Grade 7,Math,"Operations on rational numbers: Fractions and decimals (addition, subtraction, multiplication, division)",,,,
Grade 7,Math,Expressing rational numbers from fraction form to decimal form (terminating vs. repeating decimals) and vice versa,,,,
Grade 7,Math,"Square roots: Principal square roots, perfect squares, and estimating non-perfect square roots to the nearest hundredth",,,,
Grade 7,Math,Plotting irrational numbers on the number line using rational approximations,,,,
Grade 7,Math,Scientific notation: Converting very large and very small numbers between standard form and scientific notation ($a \times 10^n$),,,,
Grade 7,Math,Solving real-world problems involving real numbers,,,,
Grade 7,Math,Measurement: History and development of non-standard and standard measurement systems,,,,
Grade 7,Math,The Metric System (SI units) and the English System of measurement,,,,
Grade 7,Math,"Unit conversions within the metric system using prefixes (kilo-, hecto-, deka-, deci-, centi-, milli-)",,,,
Grade 7,Math,Unit conversions within the English system and between Metric and English systems,,,,
Grade 7,Math,"Measuring and calculating length, weight/mass, capacity/volume, time, angle, temperature, and rate",,,,
Grade 7,Math,Solving multi-step word problems involving measurement and unit rates,,,,
Grade 7,Math,Algebraic expressions: Translating verbal phrases to algebraic expressions and vice versa,,,,
Grade 7,Math,"Constants, variables, terms, and numerical/literal coefficients in algebraic expressions",,,,
Grade 7,Math,Evaluating algebraic expressions by substituting numerical values for variables,,,,
Grade 7,Math,"Polynomials: Definition, standard form, degree of a term, and degree of a polynomial",,,,
Grade 7,Math,"Classification of polynomials: Monomials, binomials, trinomials, and multinomials",,,,
Grade 7,Math,"Laws of exponents: Product rule, quotient rule, power of a power, power of a product, power of a quotient",,,,
Grade 7,Math,"Zero and negative integral exponents ($x^0 = 1$, $x^{-n} = \frac{1}{x^n}$)",,,,
Grade 7,Math,Addition and subtraction of polynomials (combining like terms),,,,
Grade 7,Math,"Multiplication of polynomials: Monomial by monomial, monomial by polynomial, and binomial by binomial (FOIL method)",,,,
Grade 7,Math,Multiplication of polynomials: Polynomial by polynomial using horizontal and vertical methods,,,,
Grade 7,Math,Special products: Product of two binomials ($x+a)(x+b$),,,,
Grade 7,Math,Special products: Square of a binomial ($(a \pm b)^2 = a^2 \pm 2ab + b^2$),,,,
Grade 7,Math,Special products: Sum and difference of two terms ($(a + b)(a - b) = a^2 - b^2$),,,,
Grade 7,Math,Special products: Cube of a binomial ($(a \pm b)^3 = a^3 \pm 3a^2b + 3ab^2 \pm b^3$),,,,
Grade 7,Math,Special products: Square of a trinomial ($(a + b + c)^2 = a^2 + b^2 + c^2 + 2ab + 2bc + 2ac$),,,,
Grade 7,Math,Division of polynomials: Polynomial divided by a monomial,,,,
Grade 7,Math,Division of polynomials: Polynomial divided by another polynomial using long division,,,,
Grade 7,Math,Synthetic division basics (introductory),,,,
Grade 7,Math,Linear equations in one variable: Algebraic properties of equality (Addition and Multiplication Properties of Equality),,,,
Grade 7,Math,"Solving linear equations in one variable involving integers, fractions, and grouping symbols",,,,
Grade 7,Math,Linear inequalities in one variable: Algebraic properties of inequality (reversing inequality signs when multiplying/dividing by a negative),,,,
Grade 7,Math,Solving linear inequalities in one variable and graphing solution sets on a number line using interval notation,,,,
Grade 7,Math,Absolute value equations in one variable ($\vert{}ax + b\vert{} = c$),,,,
Grade 7,Math,Absolute value inequalities in one variable ($\vert{}ax + b\vert{} < c$ and $\vert{}ax + b\vert{} > c$),,,,
Grade 7,Math,"Solving word problems involving linear equations and inequalities in one variable (number relations, age, geometry, mixture, coin, motion, and work problems)",,,,
Grade 7,Math,"Geometry: Undefined terms in geometry (point, line, plane) and defined geometric terms (collinear, coplanar, ray, line segment)",,,,
Grade 7,Math,Subsets of a line: Line segments and rays (notation and congruent segments),,,,
Grade 7,Math,"Angles: Definition, parts (vertex, sides), interior/exterior regions, and angle classification (acute, right, obtuse, straight, reflex)",,,,
Grade 7,Math,"Angle pairs: Adjacent angles, complementary angles, supplementary angles, vertical angles, and linear pairs",,,,
Grade 7,Math,"Perpendicular lines, perpendicular bisectors, and angle bisectors",,,,
Grade 7,Math,"Geometric constructions using a straightedge and compass: Copying segments/angles, bisecting segments/angles, constructing perpendiculars",,,,
Grade 7,Math,"Parallel lines cut by a transversal: Corresponding angles, alternate interior angles, alternate exterior angles, same-side interior/exterior angles",,,,
Grade 7,Math,Angle relationships and proving lines parallel given transversal angle measures,,,,
Grade 7,Math,"Polygons: Definition, convex vs. concave polygons, and regular vs. irregular polygons",,,,
Grade 7,Math,Properties of triangles: Interior angle sum theorem ($180^\circ$) and Exterior angle theorem,,,,
Grade 7,Math,"Classifying triangles by side lengths (equilateral, isosceles, scalene) and angle measures (acute, right, obtuse, equiangular)",,,,
Grade 7,Math,"Properties and classification of quadrilaterals: Parallelograms, rectangles, rhombi, squares, trapezoids, and kites",,,,
Grade 7,Math,"Formulas for regular polygons: Sum of interior angles ($S = (n - 2) \times 180^\circ$), measure of each interior angle, and sum of exterior angles ($360^\circ$)",,,,
Grade 7,Math,Number of diagonals in an $n$-sided polygon ($D = \frac{n(n - 3)}{2}$),,,,
Grade 7,Math,"Circles: Central angles, inscribed angles, chords, secants, tangents, arcs (minor arc, major arc, semicircle), and sectors",,,,
Grade 7,Math,"Statistics: Formulating statistical questions, collecting data, and sampling techniques (random vs. stratified sampling)",,,,
Grade 7,Math,"Organizing data: Ungrouped and grouped frequency distribution tables (class intervals, class limits, class boundaries, class marks, frequencies, cumulative frequencies)",,,,
Grade 7,Math,"Graphical representation of data: Histograms, frequency polygons, ogives (cumulative frequency curves), pie charts, and stem-and-leaf displays",,,,
Grade 7,Math,"Measures of central tendency for ungrouped data: Mean, median, and mode",,,,
Grade 7,Math,"Measures of central tendency for grouped data: Calculating grouped mean, median, and mode",,,,
Grade 7,Math,"Measures of variability / dispersion for ungrouped data: Range, mean deviation, variance ($s^2$), and standard deviation ($s$)",,,,
Grade 7,Math,"Measures of variability for grouped data: Range, variance, and standard deviation",,,,
Grade 7,Math,"Interpreting data distributions: Skewness (normal, positively skewed, negatively skewed)",,,,
Grade 7,Math,"Drawing conclusions, critical analysis, and making statistical inferences from data displays",,,,
Grade 7,English,"Philippine Pre-colonial Literature: Proverbs (Salawikain), Riddles (Bugtong), Tanaga, and Short Folk Sayings",,,,
Grade 7,English,"Philippine Folk Narratives: Creation Myths, Legends (Alamat), Fables, and Epics (e.g., Biag ni Lam-ang, Ibalon, Hinilawod, Darangan)",,,,
Grade 7,English,"Philippine Folk Songs and Chants (Bulong, Awiting-Bayan, Oyayi, Kumintang, Kundiman)",,,,
Grade 7,English,"Philippine Literature during the Spanish Colonial Period: Pasyon, Cenaculo, Komedya/Moro-Moro, Awit, and Corrido (e.g., Florante at Laura, Ibong Adarna)",,,,
Grade 7,English,"Philippine Literature during the American Period: Introduction of English, short stories, essays, and early Philippine poetry in English (e.g., Dead Stars)",,,,
Grade 7,English,"Philippine Literature during the Japanese Period and Contemporary Era: Haiku, Tanaga revivals, modern short stories, and social realism",,,,
Grade 7,English,"Morphological analysis: Greek and Latin roots, prefixes, and suffixes in content-area vocabulary",,,,
Grade 7,English,"Collocations, idioms, and figurative expressions in Philippine and global contexts",,,,
Grade 7,English,"Context clues: Definition, synonym, antonym, example, comparison-contrast, and inference clues",,,,
Grade 7,English,Denotative vs. connotative meanings of words and nuances in tone,,,,
Grade 7,English,"Using print and online reference materials: Dictionaries, thesauruses, glossaries, almanacs, and encyclopedias",,,,
Grade 7,English,"Parts of speech comprehensive review: Nouns, pronouns, verbs, adjectives, adverbs, prepositions, conjunctions, interjections",,,,
Grade 7,English,"Types of nouns and advanced pluralization rules (compound nouns, collective nouns, foreign borrowings)",,,,
Grade 7,English,"Pronoun-antecedent agreement: Rules for personal, relative, demonstrative, and indefinite pronouns",,,,
Grade 7,English,"Rules of subject-verb agreement: Compound subjects, intervening phrases, indefinite pronouns, collective nouns, and inverted sentences",,,,
Grade 7,English,"Verb tenses and aspects: Simple, perfect, progressive, and perfect progressive tenses",,,,
Grade 7,English,Active voice and passive voice: Transformation rules and stylistic use in literary vs. informational writing,,,,
Grade 7,English,"Direct speech and indirect/reported speech: Rules for shifts in verb tense, pronouns, time, and place markers",,,,
Grade 7,English,"Transitive and intransitive verbs, linking verbs, and auxiliary/modal verbs (expressing ability, permission, obligation, possibility)",,,,
Grade 7,English,"Adjectives: Coordinate vs. cumulative adjectives, order of adjectives in a series, and degrees of comparison",,,,
Grade 7,English,"Adverbs: Classification by manner, place, time, frequency, degree, and conjunctive adverbs",,,,
Grade 7,English,Prepositions and prepositional phrases functioning as adjective or adverb modifiers,,,,
Grade 7,English,"Coordinating, subordinating, and correlative conjunctions in sentence combining",,,,
Grade 7,English,"Sentence structures: Simple, compound, complex, and compound-complex sentences",,,,
Grade 7,English,"Identifying and correcting sentence errors: Sentence fragments, run-on sentences, comma splices, and misplaced/dangling modifiers",,,,
Grade 7,English,"Punctuation and capitalization mechanics: Commas, semicolons, colons, hyphens, dashes, quotation marks, and apostrophes",,,,
Grade 7,English,"Reading strategies: Skimming, scanning, extensive reading, intensive reading, and critical reading",,,,
Grade 7,English,"Analyzing literary elements: Characterization (direct and indirect / STEAL method), setting, plot structure (Freytag's Pyramid), and atmosphere/mood",,,,
Grade 7,English,"Types of literary conflict: Internal (character vs. self) and External (character vs. character, nature, society, technology, supernatural)",,,,
